,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Ganzhou,10,CN,1573177918,45,25.86,114.93,68.54,9.73
375,Laiyang,0,CN,1573177918,35,36.98,120.7,53.15,4.27
376,Tongzi,100,CN,1573177918,71,28.78,105.09,63.73,3.56
377,Aykhal,23,RU,1573177918,75,65.95,111.51,-14.81,4.47
378,Atar,1,MR,1573177918,30,20.52,-13.05,67.59,4.59
379,Eureka,75,US,1573177718,100,40.8,-124.16,50.0,0.27
380,Airai,1,TL,1573177918,38,-8.93,125.41,85.24,9.44
381,Omboue,100,GA,1573177919,96,-1.57,9.26,74.48,1.3
382,Nome,90,US,1573177919,100,30.04,-94.42,66.2,3.36
383,Rio Gallegos,20,AR,1573177919,70,-51.62,-69.22,41.0,20.8
384,Boralday,30,KZ,1573177919,92,43.36,76.86,24.8,2.24
385,Ibicarai,89,BR,1573177919,78,-14.87,-39.59,80.6,5.82
386,Kurud,20,IN,1573177919,82,20.85,81.72,68.0,3.36
387,Roros,100,NO,1573177919,92,62.57,11.38,12.2,3.36
388,Krasnoye,87,RU,1573177920,93,44.87,39.46,39.2,4.52
389,Varginha,100,BR,1573177920,96,-21.56,-45.43,66.22,3.74
390,Ola,97,RU,1573177920,72,59.58,151.3,36.1,26.6
391,Constitucion,75,MX,1573177920,40,23.99,-104.67,71.6,4.7
392,The Valley,20,AI,1573177920,74,18.22,-63.06,82.4,10.29
393,Majene,98,ID,1573177920,64,-3.54,118.97,85.82,6.29
394,Ilulissat,100,GL,1573177849,36,69.22,-51.1,30.2,14.99
395,Biak,47,ID,1573177920,70,-0.91,122.88,81.64,5.88
396,Lompoc,1,US,1573177784,93,34.64,-120.46,60.8,7.85
397,Dhidhdhoo,0,MV,1573177920,75,6.88,73.1,82.29,9.31
398,Leningradskiy,7,RU,1573177921,85,69.38,178.42,19.15,18.59
399,Buin,48,CL,1573177921,33,-33.73,-70.74,65.64,1.97
400,Anchorage,90,US,1573177921,93,61.22,-149.89,39.2,5.82
401,Praia,97,BR,1573177921,57,-20.25,-43.81,78.8,9.17
402,Tessalit,0,ML,1573177921,20,20.2,1.01,75.16,6.29
403,Vaasa,90,FI,1573177921,92,63.1,21.62,17.6,6.93
404,Bilibino,100,RU,1573177921,73,68.06,166.44,13.14,2.1
405,Polunochnoye,4,RU,1573177921,94,60.87,60.43,6.44,3.85
406,Hinton,100,CA,1573177922,89,53.4,-117.57,31.01,5.82
407,Yarmouth,90,CA,1573177922,93,43.84,-66.12,51.8,13.87
408,Kapurthala,40,IN,1573177922,100,31.38,75.38,55.4,6.24
409,Road Town,20,VG,1573177898,74,18.42,-64.62,82.4,10.29
410,Nemuro,20,JP,1573177922,41,43.32,145.57,39.2,8.05
411,Vallenar,0,CL,1573177922,82,-28.58,-70.76,54.37,1.92
412,Severo-Kurilsk,76,RU,1573177922,77,50.68,156.12,33.51,23.17
413,Ribeira Grande,80,PT,1573177881,82,38.52,-28.7,62.08,5.23
414,Tashtyp,62,RU,1573177923,86,52.8,89.89,27.34,4.38
415,Hedaru,95,TZ,1573177923,90,-4.5,37.91,65.82,1.77
416,Clifton,90,US,1573177923,87,40.86,-74.16,50.0,12.06
417,Zhoucheng,0,CN,1573177923,71,31.35,119.33,57.2,6.71
418,Yumen,90,CN,1573177923,33,40.29,97.04,45.77,16.02
419,Havelock,40,US,1573177923,88,34.88,-76.9,66.2,3.36
420,Sao Joao da Barra,27,BR,1573177924,90,-21.64,-41.05,73.87,5.7
421,Illapel,1,CL,1573177924,56,-31.63,-71.17,53.74,1.63
422,Forbes,70,AU,1573177924,49,-33.38,148.01,64.8,20.04
423,Ha Giang,100,VN,1573177924,91,22.83,104.99,60.82,0.45
424,San Joaquin,34,PH,1573177924,81,10.59,122.14,82.02,11.27
425,Cam Ranh,20,VN,1573177924,58,11.92,109.15,86.0,8.05
426,Gizo,0,IL,1573177924,55,31.8,34.94,62.6,1.12
427,Xinzhou,0,CN,1573177924,60,38.41,112.73,49.26,3.29
428,Orsha,100,BY,1573177925,94,54.51,30.43,43.03,4.83
429,Araouane,0,ML,1573177925,20,18.9,-3.53,78.13,8.12
430,Tarakan,75,ID,1573177925,83,3.3,117.63,80.6,8.05
431,Novobirilyussy,100,RU,1573177925,92,56.95,90.69,32.13,15.55
432,Betare Oya,88,CM,1573177925,81,5.6,14.08,67.12,3.13
433,Lerum,75,SE,1573177925,93,57.77,12.27,35.6,6.93
434,Kasama,80,ZM,1573177925,75,-10.21,31.19,65.14,6.71
435,Aasiaat,100,GL,1573177925,67,68.71,-52.87,20.32,18.52
436,Mahon,40,IE,1573177926,93,51.89,-8.4,41.0,14.99
437,Strezhevoy,90,RU,1573177926,92,60.73,77.6,17.6,6.71
438,Novoshcherbinovskaya,28,RU,1573177926,56,46.48,38.65,55.63,5.97
439,Mitu,0,IR,1573177926,44,36.2,46.09,38.75,6.51
440,Chingirlau,100,KZ,1573177926,73,51.09,54.08,43.75,11.65
441,Okhotsk,100,RU,1573177926,91,59.36,143.24,31.89,8.12
442,Ponta Delgada,20,PT,1573177747,82,37.73,-25.67,60.8,4.7
443,Karratha,8,AU,1573177926,48,-20.74,116.85,85.23,6.38
444,Yenagoa,100,NG,1573177927,95,4.92,6.26,75.87,2.89
445,Qasigiannguit,100,GL,1573177887,36,68.82,-51.19,30.2,14.99
446,Phalombe,0,MW,1573177927,58,-15.81,35.65,73.4,9.53
447,Uyskoye,100,RU,1573177927,79,54.37,60.01,39.52,9.82
448,Fairview,90,CA,1573177927,85,56.07,-118.38,24.8,4.7
449,Karpathos,0,GR,1573177927,71,35.51,27.21,69.69,13.76
450,Ponnani,40,IN,1573177927,88,10.77,75.93,77.0,2.24
451,Namibe,95,AO,1573177928,85,-15.19,12.15,74.12,8.59
452,Naryan-Mar,18,RU,1573177928,95,67.67,53.09,7.9,4.99
453,Debre Birhan,38,ET,1573177928,82,9.68,39.53,44.64,3.83
454,Shihezi,99,CN,1573177928,74,44.3,86.03,39.15,3.98
455,Chishtian Mandi,0,PK,1573177928,74,29.8,72.87,60.33,11.07
456,Cheremukhovo,100,RU,1573177928,83,56.23,46.23,28.72,4.94
457,Merauke,100,ID,1573177928,74,-8.49,140.4,80.83,3.11
458,Iquique,0,CL,1573177928,67,-20.22,-70.14,51.55,2.28
459,San Juan del Sur,100,NI,1573177691,82,11.25,-85.87,81.64,24.09
460,Vangaindrano,0,MG,1573177929,88,-23.35,47.6,69.22,4.47
461,Lerwick,95,GB,1573177929,80,60.15,-1.15,39.2,6.93
462,Angoram,100,PG,1573177929,98,-4.06,144.07,74.12,2.59
463,Bernburg,100,DE,1573177929,87,51.79,11.74,44.6,8.05
464,Soyo,100,AO,1573177929,85,-6.13,12.37,78.58,3.13
465,Turukhansk,93,RU,1573177929,98,65.8,87.96,6.08,5.44
466,Tiznit,3,MA,1573177929,45,29.7,-9.73,56.08,0.43
467,Nurota,0,UZ,1573177929,80,40.56,65.69,33.8,4.7
468,Ormara,0,PK,1573177930,38,25.21,64.64,77.94,16.4
469,Pallasovka,96,RU,1573177930,75,50.04,46.89,50.76,9.1
470,Moron,5,HT,1573177589,82,18.56,-74.26,79.93,7.23
471,Izhma,74,RU,1573177930,97,65.01,53.91,7.23,3.83
472,Trairi,45,BR,1573177930,82,-3.28,-39.27,76.59,9.04
473,Khvastovichi,100,RU,1573177930,95,53.47,35.09,42.94,0.78
474,Tacuarembo,0,UY,1573177930,89,-31.73,-55.98,60.31,3.65
475,Cockburn Town,0,TC,1573177872,78,21.46,-71.14,82.53,17.69
476,Bequimao,0,BR,1573177931,83,-2.45,-44.78,80.6,10.29
477,Baghdad,0,IQ,1573177837,54,33.3,44.38,57.2,4.7
478,Namanga,87,KE,1573177931,90,-2.55,36.79,65.53,6.2
479,Concepcion del Uruguay,0,AR,1573177931,77,-32.48,-58.24,63.23,5.44
480,Mus,31,FR,1573177931,93,43.74,4.2,46.4,5.82
481,Carutapera,10,BR,1573177931,80,-1.2,-46.02,81.3,12.86
482,Saint Augustine,40,TT,1573177932,88,10.65,-61.4,78.8,11.41
483,Tsiroanomandidy,100,MG,1573177932,46,-18.77,46.05,71.56,3.42
484,Kampong Thum,100,KH,1573177932,68,12.71,104.89,82.58,6.49
485,Mantua,75,IT,1573177932,76,45.16,10.79,53.6,6.93
486,Clarence Town,0,AU,1573177932,18,-32.59,151.78,87.8,24.16
487,Kupang,20,ID,1573177932,52,-10.16,123.6,91.4,6.93
488,Botwood,20,CA,1573177932,79,49.14,-55.34,32.0,14.99
489,Antofagasta,61,CL,1573177932,91,-23.65,-70.4,55.26,3.38
490,Savannah Bight,1,HN,1573177933,77,16.45,-85.85,82.9,11.43
491,Manta,91,RO,1573177933,92,45.1,24.1,50.58,2.33
492,Emba,0,CY,1573177933,55,34.81,32.42,66.2,10.29
493,Mujiayingzi,0,CN,1573177933,28,42.12,118.78,46.78,5.77
494,Canon City,1,US,1573177933,19,39.46,-117.13,46.4,8.05
495,Serenje,44,ZM,1573177933,77,-13.23,30.22,63.14,2.37
496,Lalmohan,100,BD,1573177933,94,22.34,90.74,74.89,4.38
497,Salinas,1,US,1573177716,87,36.67,-121.66,60.8,11.41
498,Linares,88,CL,1573177934,83,-35.85,-71.6,55.27,0.63
499,Poretskoye,100,RU,1573177934,80,55.2,46.33,32.76,3.69
500,Bella Vista,18,AR,1573177934,74,-27.03,-65.31,78.8,4.59
501,La Romana,40,DO,1573177934,94,18.43,-68.97,82.4,5.79
502,Siverek,0,TR,1573177934,46,37.75,39.32,53.6,6.93
503,Serpa,20,PT,1573177934,87,37.94,-7.6,50.0,8.05
504,Gaurela,100,IN,1573177934,47,22.75,81.9,70.56,3.44
505,Benghazi,1,LY,1573177829,67,32.12,20.07,70.52,10.83
506,Halifax,90,CA,1573177901,100,44.65,-63.58,50.0,11.41
507,Mahibadhoo,100,MV,1573177935,72,3.78,72.97,83.17,6.67
508,Kieta,39,PG,1573177935,71,-6.22,155.63,83.7,3.24
509,Sapa,20,PH,1573177935,66,14.32,120.76,86.0,8.05
510,Witu,75,KE,1573177935,78,-2.39,40.44,80.6,6.91
511,Sadao,75,TH,1573177935,100,6.63,100.42,80.6,4.7
512,Wyndham,75,GB,1573177935,93,51.61,-3.54,42.8,8.05
513,Morant Bay,20,JM,1573177935,74,17.88,-76.41,82.4,5.82
514,Athens,75,GR,1573177936,82,37.98,23.73,69.8,14.99
515,Pacific Grove,90,US,1573177936,82,36.62,-121.92,60.8,3.85
516,Vestmanna,0,FO,1573177936,74,62.16,-7.17,28.4,4.7
517,Yima,0,CN,1573177936,55,34.75,111.87,58.59,1.52
518,Panyutyne,100,UA,1573177936,87,48.93,36.28,55.69,11.48
519,Fort Nelson,90,CA,1573177936,85,58.81,-122.69,23.0,3.36
520,Sioux Lookout,90,CA,1573177892,61,50.1,-91.92,14.0,3.36
521,Pundaguitan,100,PH,1573177936,71,6.37,126.17,83.52,8.61
522,Pahrump,1,US,1573177936,8,36.21,-115.98,68.0,5.82
523,Makat,32,KZ,1573177937,59,47.65,53.35,38.16,8.37
524,Jumla,63,NP,1573177937,47,29.28,82.18,50.32,1.16
525,Zhengjiatun,0,CN,1573177937,41,43.51,123.51,43.41,7.56
526,Aden,0,YE,1573177937,64,12.79,45.03,74.62,4.25
527,Kitale,1,KE,1573177937,92,1.02,35.0,55.8,1.72
528,Bilma,0,NE,1573177937,22,18.69,12.92,70.02,1.14
529,Freeport,30,BS,1573177937,81,26.54,-78.7,79.5,11.63
530,Sovetskiy,93,RU,1573177938,74,56.76,48.47,26.02,7.25
531,Yeppoon,0,AU,1573177938,24,-23.13,150.74,93.2,11.41
532,Honavar,19,IN,1573177938,76,14.28,74.45,77.74,1.95
533,Tual,93,ID,1573177938,74,-5.67,132.75,82.65,3.22
534,Pedernales,100,EC,1573177938,87,0.07,-80.05,72.73,5.61
535,Canyon Lake,1,US,1573177921,43,33.68,-117.26,77.0,3.36
536,Porto Uniao,100,BR,1573177939,99,-26.24,-51.08,63.0,2.06
537,Bundaberg,0,AU,1573177939,35,-24.87,152.35,87.8,14.99
538,Gerash,20,IR,1573177939,62,27.67,54.14,55.4,0.65
539,Amahai,22,ID,1573177939,75,-3.31,129.0,80.35,5.14
540,Baker,1,US,1573177939,79,46.37,-104.28,23.0,8.05
541,Pringsewu,8,ID,1573177939,52,-5.36,104.98,85.41,6.17
542,Jejuri,20,IN,1573177939,84,18.28,74.16,70.48,1.54
543,Kiama,0,AU,1573177939,22,-34.67,150.86,77.0,20.8
544,Bandarbeyla,0,SO,1573177568,65,9.49,50.81,80.82,5.77
